,bandwidth_diff
229,-0.9508855323663283
230,-0.793524548916821
231,-0.7160312863131821
232,-1.1787007137596675
233,0.8241884497540468
234,2.050620429968035
235,0.27736672699256815
236,-0.32915707163544994
237,-1.0714588276165387
238,-0.205398137995644
239,-0.8273774758933996
240,-0.9480087416601464
241,-0.5625633625642195
242,0.626172532336227
243,-0.34426529421943997
244,-0.9555627248647625
245,-1.6235536918496791
246,-2.194684464113152
247,-0.5010483814660347
248,0.5352035595016105
249,-0.44067115848361027
250,0.026741198892864304
251,2.3584557794544025
252,4.009425428645159
253,2.5488339088260545
254,1.3039004401755392
255,2.079993593491622
256,1.625628452729643
257,1.7634444399917584
258,2.356521590637385
259,1.5627603498584222
260,1.0325991463188302
261,-2.4507814087838824
262,-4.251844145954351
263,-4.775396503171351
264,-5.484213729642875
265,-3.7638527876223407
266,-4.319484443748593
267,-4.544804595930259
268,-4.353869612660787
269,-2.28225280752838
270,-3.0295722506490392
271,-1.8376154436649585
272,-1.4948774291287918
273,-2.035467043928861
274,-1.8373272324349728
275,-1.3035512815717993
276,-1.6312676479999482
277,-1.6007691604067986
278,-1.8464444304526069
279,-1.6220355086800282
280,-0.8097917269020627
281,1.1377406025718528
282,0.3587973734579464
283,2.1820779050830197
284,0.4957819834262409
285,-0.014107095136637327
286,0.10931993141377916
287,0.7939638548588164
288,0.12335636089642321
289,-0.24656473134996304
290,-0.8868089968240156
291,-1.511431607871259
292,-0.7709033936357628
293,-0.06526597763456721
294,-0.5237044982231964
295,0.1776304122571446
296,0.7058323171214624
297,1.6810515210365793
298,2.3610577656445457
299,1.6012044056418517
300,0.5915384392343412
301,0.9902420534376688
302,1.7374292952367796
303,1.8210924206099435
304,1.7513021747909079
305,2.8654649905631686
306,2.414779766647598
307,2.6275924182293693
308,2.1872189553077988
309,1.8000530882998191
310,2.529832970145435
311,3.483882579105966
312,4.300615141864
313,5.44640667061924
314,5.387609431108331
315,5.5936145184859924
316,4.849489576716451
317,4.646650982502138
318,4.026666248477795
319,3.7292424750572764
320,3.887393618627584
321,2.89398056083337
322,4.433246162795513
323,3.541626475786188
324,1.8934717449751588
325,2.15919482127606
326,3.1289760597856002
327,3.7962090140360942
328,4.244789157324703
329,4.039385059541928
330,2.735618834042498
331,2.187048337007127
332,1.2114214476503093
333,1.8817088067430632
334,1.754076495170466
335,0.8543867266587313
336,0.050535334165488166
337,0.3199050613545751
338,-0.15766565912213082
339,-1.0977701936403719
340,-1.1065255038215582
341,-0.6964195703001224
342,-0.9964483080350419
343,-1.5308349189213004
344,-1.3473671675719743
345,-2.5905995143202745
346,-4.1697061240286075
347,-5.090889698729825
348,-5.047132745747376
349,-4.307726792779931
350,-2.2539773340167812
351,-0.6189234284795475
352,-0.27667140240373556
353,-0.3064262749417139
354,-1.3070818826718096
355,-1.5110445852901648
356,-1.7582649251860403
357,-1.2783778734442421
358,-1.9243789917538834
359,-1.4025797708552545
360,0.3269406724948567
361,0.8331093640133531
362,1.202045688760336
363,1.8322862563607032
364,1.5460999462632117
365,1.4963933650735726
366,1.3607692764512649
367,1.3734875475615809
368,0.45231195399355784
369,0.19411091695246796
370,0.5783670925131901
371,2.194611721198953
372,3.428104974726466
373,5.680449785586234
374,5.046898813304551
375,5.333364068558467
376,5.021685859197305
377,6.940345297212616
378,6.0186838339409405
379,4.546088894771856
380,2.911919463231925
381,0.3187122123890731
382,-1.0559442054889132
383,-2.0585863799760773
384,-1.8978577235627654
385,-1.406215653624031
386,0.8158893258807893
387,2.3076400369420753
388,2.0107949256012034
389,0.6848815339305929
390,0.741683239592021
391,-0.5598341180386797
392,0.9769209918310935
393,2.474149916168926
394,2.446688054552169
395,0.26292143631781073
396,0.9814067036129472
397,1.045329863120287
398,2.3765543701319984
399,0.7921729421095733
400,-0.21332076631438213
401,-0.6868315004076067
402,-0.4614273616666651
403,-0.901896606729224
404,-0.2964543749085351
405,-1.1908533787980105
406,-1.4575916942187632
407,-1.404563982113359
408,-0.6123109041138832
409,0.30635392884141766
410,-0.5349157068799286
411,-2.356152808812567
412,-1.4854068396630282
413,-0.6462717610272648
414,-1.0220739801761738
415,0.31678800224358383
416,0.8806685019487759
417,2.197764554349078
418,2.329184891264731
419,4.342817004662265
420,6.227991576430895
421,6.175712709738036
422,6.426086452484924
423,6.653565445089271
424,7.649661020567237
425,6.3116285854064245
426,6.135877756203854
427,6.567047714924456
428,4.63472261376819
429,2.3643856156138554
430,-0.5341781250494932
431,-1.4537793216875343
432,-0.8835297872140018
433,1.04886854135475
434,1.5458405290846713
435,3.1805696088536024
436,1.9303892023892786
437,-0.22957584686196242
438,-1.113187760050323
439,-0.6590820961223471
440,-0.47779112546299984
441,-2.4688598581067254
442,-3.013245669883645
443,-4.2337111661931885
444,-3.434833533263827
445,-2.672387959181151
446,-3.008344393353127
447,-3.578726880599106
448,-4.488809750664359
449,-4.440802000193116
450,-3.1289024590073495
451,-3.3978404986353326
452,-2.7823028240870826
453,-2.9894137495734867
454,-3.4965486835449155
455,-3.628261134859031
456,-4.315032012332949
457,-4.755567635010266
458,-5.733588289847376
459,-3.5493277151722396
460,-2.5939194871107247
461,-2.7092280596759792
462,-2.596198984115972
463,-2.3410234770240095
464,-2.3285081105104837
465,-1.557323769424329
466,-0.43420403893878756
467,-0.5864434161169356
468,-1.2366453072679633
469,-1.6537531174717515
470,-3.886274346765049
471,-5.778782712774728
472,-4.537509506553079
473,-1.966172258007873
474,-1.2760944155907055
475,-0.5582824446441919
476,-0.06683980510069887
477,3.230774678455873
478,5.016678426747376
479,5.074255291401641
480,3.4480496600335755
481,1.1701760392693359
482,0.5811827384309254
483,-0.27828904576404057
484,-1.8431743054798062
485,-2.900898490156578
486,-3.9690233668034125
487,-2.2404503895766084
488,-0.6482574845313138
489,-0.04250453422400824
490,1.3991054502303086
491,1.8473787717175583
492,0.9615182370034745
493,2.012169192438705
494,2.796111404835301
495,1.833511467985545
496,1.0409272829808742
497,-0.09783517258165375
498,-1.7397797278970302
499,-1.2040725828483119
500,1.060902697670599
501,0.34582226567067664
502,0.5216561089009701
503,-0.21848287947341305
504,-0.7150842207429378
505,-1.5712187729454854
506,-2.4193272220675226
507,-2.490775611793879
508,-3.078097445090407
509,-2.7240017533833907
510,-2.4940813023322335
511,-2.3880730040980325
512,-3.1727930795746033
513,-3.7063212587743237
514,-2.845454625481125
515,-1.7844227640987356
516,-2.311699233081981
517,-2.285264387568759
518,-1.3624672396201731
519,-2.555603561316957
520,-2.2582712186624576
521,-2.69745245295735
522,-1.8820495755512638
523,-2.418310068902997
524,-4.059702851488396
525,-6.0297710508867794
526,-5.977843750169768
527,-5.172837740647424
528,-5.352099219055162
529,-4.4499873659124205
530,-5.502627277179272
531,-5.410730801481122
532,-6.305798840304419
533,-6.547853645223654
534,-6.216249808710131
535,-6.338594652925849
536,-6.344569111411147
537,-4.860936323406463
538,-4.56298854692875
539,-3.317877109930805
540,-3.9270452343976103
541,-3.191087839973761
542,-1.4371012800056633
543,-3.085078830549378
544,-4.32553137347179
545,-3.851591721301361
546,-3.3565400029872308
547,-2.6719273975495526
548,-2.890873559179454
549,-2.6356050918639085
550,-2.5741284425861295
551,-1.1136154459366026
552,-0.39583579027464566
553,0.22948250578531315
554,-0.15389698549267905
555,-0.6930594472800067
556,-1.300624989670382
557,-0.9168680641123501
558,-1.1486239650179186
559,-0.808255473640429
560,1.3688665367958492
561,2.8735160996038758
562,2.713302521781543
563,3.501278036232293
564,3.087283110123167
565,0.7244142502083832
566,-1.1821227468535653
567,-3.4174003427621074
568,-4.056455592778093
569,-3.906511849753201
570,-1.729816898474155
571,-0.6828490328043699
572,-0.5121833288010293
573,0.21984830247833997
574,-1.7139421691681491
575,-1.961262310229813
576,-1.1846099434775397
577,-2.0856756403115924
578,-1.2362919528703742
579,-0.5265149919563328
580,-0.5594108579745125
581,-0.08729141326591616
582,2.4070985677648196
583,3.166021207643894
584,3.341444355599151
585,2.504284745817131
586,1.30833314075835
587,1.6115599235228046
588,0.8222464432831202
589,0.6273128269095878
590,-0.05193652651860248
591,0.36707535452717366
592,0.7166133181639225
593,1.9015498589976687
594,1.5096862951146477
595,1.031343695901569
596,-0.27946950999796627
597,-0.9826961752169154
598,-0.7802170485789475
599,0.21445136872341664
600,-0.44702499389404693
601,0.22646114971610132
602,1.7128532721059173
603,2.572862906833052
604,4.361049978408801
605,3.7649354494569707
606,2.0449274487880302
607,-0.5737524587867711
608,0.35492508947595525
609,1.2974385121567593
610,1.5877749670048615
611,1.5989371145964242
612,0.43134404643558355
613,2.4586145175663887
614,3.019766063455336
615,3.18524951199106
616,3.4240036643203666
617,3.889563596848461
618,3.8700801391319146
619,2.7772321802646047
620,2.6787332435721964
621,4.341801741775043
622,5.95284379669522
623,7.504011340918169
624,6.7790239422414516
625,5.017340630343938
626,3.8754384178726013
627,3.433200231191222
628,4.177283148730453
629,2.404128765272162
630,3.216593675163608
631,2.9743882954611536
632,2.4796218922538174
633,0.8617696643875661
634,-1.169619995209132
635,-0.9249214995207922
636,-0.5723196012520475
637,-1.6283497722562288
638,-3.2575634171445245
639,-3.7775146778556064
640,-1.8970698879555812
641,-1.37299779034322
642,-2.6376929265496756
643,-3.2333866882343045
644,-3.330699283752665
645,-5.731884882695795
646,-6.120181569255351
647,-5.974468262159462
648,-4.559588483469952
649,-2.0856368664100273
650,0.03143301679244814
651,0.26726112685798853
652,-0.9066435411172051
653,1.3312580730763557
654,2.029277877873369
655,2.1745245597372787
656,1.7384088494659409
657,1.8414881701352215
658,1.5035738675118182
659,0.7727625119649701
660,-0.0996643083053641
661,-0.3435328851547865
662,-0.9001584029540481
663,-1.6805727733147933
664,-1.7028266247283455
665,-1.7752629201188483
666,-0.13080751479219543
667,-2.3046672238358497
668,-1.6691120203181526
669,-0.2699901619130287
670,-1.548114267173787
671,-2.480786034622156
672,-2.894593295402842
673,-4.040223557132435
674,-4.936579894190572
675,-5.8820475163621495
676,-3.889958451267603
677,-2.0451610085103766
678,0.019464423411704956
679,1.1306179229528652
680,0.28475574120022884
681,-0.6648868850897998
682,-0.3984440112686798
683,-1.4029767499341688
684,-0.9023085625746035
685,-0.9645153542871867
686,-1.1466584850423942
687,-0.5591313552462225
688,0.21383845085176745
689,0.043159816137631424
690,1.0889012123240036
691,0.23496095381801752
692,0.6127652740356098
693,1.1428173232790186
694,1.0925377286405364
695,1.1574177163412287
696,-0.12224107744884805
697,0.43423400974529613
698,0.35356479241909256
699,-0.07813345118472625
700,0.6740862237555802
701,0.2663294348016052
702,-1.302736024738806
703,-3.3322856181767975
704,-2.968516960102761
705,-3.8477625542648184
706,-1.969809372817167
707,-3.4606618200086814
708,-1.7777649312215544
709,-1.203743961008854
710,-0.6839784536447269
711,-1.3962405175387858
712,-0.9230535949470777
713,-0.844615870652774
714,0.4489214493507916
715,0.8217450747088151
716,1.079733809192021
717,0.5731123620884091
718,0.3898878978100129
719,0.5626862312003595
720,-1.0696000825688543
721,-2.8666213564765712
722,-2.4639383925911034
723,-1.8110628516766383
724,-1.6368451511796138
725,-1.5415817639412808
726,-1.0181673134757148
727,-1.3281920609817917
728,-2.1072009629341437
729,-2.0260292501163804
730,-2.757793599653155
731,-2.336615680553564
732,-3.778647931788555
733,-2.7959554375411244
734,-1.923926785548133
735,-1.0427593983180259
736,0.048822995332898245
737,2.1214371396084744
738,3.5325901139553935
739,1.798174467932995
740,-0.27236012403318455
741,-1.519491724121849
742,-1.557731090712764
743,-0.9201017296459213
744,-1.334522495807505
745,-1.2115482496598133
746,-1.8720881585614961
747,-2.4588956299219262
748,-3.93112163640194
749,-4.899401529145507
750,-6.186956178989703
751,-6.960755675504629
752,-5.620676975168067
753,-5.629084487335831
754,-2.5739207645337956
755,-1.0862940033791801
756,-0.22690054944314397
757,-1.1620340815973123
758,-0.5136828072943445
759,-0.9533986360298741
760,-0.7574342186829881
761,1.77054941339793
762,2.4501833261907677
763,3.5246799823561332
764,2.690587655886702
765,2.327168642396032
766,3.641617546584598
767,3.3215750787060188
768,4.696346945943787
769,5.361447551830906
770,4.735695698490872
771,4.5820165778047794
772,5.2528947019293355
773,5.711294829137046
774,3.7923452255729444
775,2.153324903946441
776,1.2337603213277362
777,0.9684620041675771
778,1.4158990427342815
779,1.6654535461849491
780,0.26833736300329747
781,0.1529763313303647
782,0.7368113744167886
783,1.5430128932110847
784,2.645367794245658
785,3.6190397606339957
786,4.05091125412082
787,3.7395936003886163
788,1.6731654651285908
789,1.3356450692172075
790,1.3734014097335603
791,1.708428221202439
792,0.2804607016681757
793,-1.2018904653361915
794,-0.5592161085075986
795,-0.20152109645493965
796,0.6157368988177723
797,0.7322350859909648
798,0.8091989150105974
799,1.6067130293106402
800,1.272152296187528
801,1.1363324357354259
802,0.4804858439628106
803,-0.09498120780915542
804,-0.6300021913646106
805,-0.441861334772625
806,-0.8323952003910335
807,0.3959014140510817
808,-0.19360150926104325
809,-0.48122916951740535
810,-1.1319041092564248
811,0.3810154978450555
812,0.926698614608199
813,2.139155495378759
814,0.6713367662172232
815,0.5307181725175951
816,1.1951133030339633
817,1.6228132613574644
818,2.5395102318653926
819,2.115774091435128
820,3.231392513721289
821,5.536370860001512
822,5.571672623534482
823,4.524449607056795
824,5.222485321820955
825,6.7396123784455995
826,6.170084992937404
827,4.989045039077382
828,3.9146166069714354
829,2.062233295701958
830,0.42465250199404636
831,-1.0630106983892347
832,-2.085587118597573
833,-2.246694024337785
834,-1.811543522973011
835,0.02973191113073881
836,-0.42859940825871945
837,0.4243820604959865
838,0.29814147801641866
839,0.36382076808081365
840,0.8352370926864978
841,-0.07268496688095638
842,-0.031961718299612585
843,0.12691452283081617
844,0.7828821086392281
845,1.1041188012455905
846,3.619087557361013
847,3.4051390293927852
848,2.5648667595254437
849,1.2566157641377913
850,0.42151390248534426
851,-0.5568512225892164
852,0.47572102857168375
853,2.177965315928759
854,2.02100155731614
855,0.8360372087970518
856,0.8374647100288257
857,0.31672624324335175
858,0.8006077601033894
859,1.029458426002634
860,-0.40320869027175377
861,0.6258827492995351
862,2.7388460819264537
863,2.684513357385981
864,1.8548643694573457
865,1.7074593002512302
866,1.9663189274701836
867,2.5479298970692525
868,4.527207750935986
869,4.597743645541186
870,3.4263708908433728
871,1.2787033004013892
872,-0.07664898396240005
873,-0.4907022917325321
874,1.3452083276957865
875,1.2861202885411558
876,1.3933290006280004
877,1.1325615851692419
878,2.311158875893966
879,4.92052272478486
880,4.879240329526283
881,3.861269060751738
882,4.158243701737774
883,4.7776593981823225
884,6.429407381789588
885,6.961066360457835
886,6.232111063573029
887,5.979600235789803
888,6.621828910567274
889,7.170515511311578
890,7.255503642376425
891,7.748939929584594
892,8.466387018359228
893,9.422905110166312
894,9.586193852191855
895,8.706265042131008
896,7.857084770424535
897,8.23438635550906
898,6.958826387330419
899,6.40898978051041
900,5.2877662855955805
901,4.734799649004117
902,5.392687586519514
903,5.49731591930049
904,5.112419314785029
905,3.1750228062958286
906,3.140281187062328
907,3.532959743150059
908,5.704083864911354
909,5.481623817360287
910,5.252104125381948
911,4.828291778178709
912,6.0870320428923606
913,5.822093987757171
914,5.631298567957401
915,5.5998027444979925
916,5.481006629295507
917,4.512517109121518
918,4.077916437407794
919,4.716353638008513
920,3.593335192578479
921,3.075172862190584
922,1.923071942781462
923,2.7770289699367368
924,1.2202743482368987
925,0.21992894698701093
926,0.09993986770905394
927,1.88028279244827
928,2.126848183120046
929,1.4972837437651378
930,2.919280144097229
931,1.790471923506857
932,-0.8871755393565763
933,-1.370847047263851
934,-1.6616503015659418
935,-2.5748454071806464
936,-2.04189349057674
937,-1.3862958842794342
938,-1.6105754412533315
939,-2.939472789955971
940,-2.224353961056522
941,-1.1524517483171621
942,-0.7447436626057424
943,1.1304477892153955
944,0.562811710121423
945,-1.1836586028564398
946,-2.4951076374934473
947,-2.541175652326501
948,-2.0914021703765684
949,-1.996656900760172
950,-1.4966530831984528
951,-2.499284352520135
952,-1.150094636674794
953,-0.787398268346351
954,0.6416004053646702
955,1.1416752408867978
956,1.7979478125450896
957,2.2478231799673267
958,2.7382806336340764
959,3.244134847035639
960,4.481620398357336
961,4.686577429756653
962,5.071999320357918
963,4.624372529049197
964,5.634098812632601
965,4.764231356252594
966,6.01346827957218
967,5.7443309587424665
968,3.975728228346725
969,3.0125152325365434
970,1.9870039262198134
971,2.4280972936555827
972,1.6944137875611887
973,0.9918532468325338
974,-1.3123745493942351
975,-2.223904984948149
976,-4.78789315296649
977,-6.593043346179911
978,-5.961912563704345
979,-4.268950316977225
980,-3.028907785040701
981,-3.4823390174794895
982,-3.453978384711263
983,-3.21761797825161
984,-3.9647235063953303
985,-2.4573784264696314
986,-0.9103852785242452
987,-0.5094349769290147
988,-0.5320794119284074
989,-0.26401288350712093
990,-2.1992885470947385
991,-2.8799955840129314
992,-3.5670071690653913
993,-4.30666920564704
994,-4.591857998586875
995,-2.424437482073472
996,-0.9215627208120623
997,-0.9714488954925855
998,-0.5305849469862096
999,1.0825087626196819
1000,2.4477638284181467
1001,2.6606237602054534
1002,1.7860084151734554
1003,2.053563981764455
1004,2.3984856559316086
1005,3.277079318330834
1006,3.839570318348251
1007,4.795363167061851
1008,4.102168777036013
1009,4.901945469778411
1010,4.89141009384025
1011,6.713456802394603
1012,5.898972640391548
1013,7.0416624011988915
1014,6.826756773475836
1015,5.821151778297917
1016,4.323569671307723
1017,3.3860839207529807
1018,3.26988014831295
1019,3.5805830566587247
1020,2.8406342020680313
1021,2.343866865616519
1022,4.142034391082916
1023,6.187084897038858
1024,6.7465488419124995
1025,6.268861298255615
1026,5.727130207352275
1027,5.7573308277812885
1028,4.3288672851185765
1029,3.313357163696992
1030,1.0507807794610926
1031,0.8237207339593624
1032,1.3031397598210788
1033,1.0609533079352786
1034,2.3349622006608115
1035,1.3468806654545915
1036,-0.48341622799466677
1037,-0.9473022950405721
1038,0.25547460389248045
1039,2.304307181141212
1040,2.2589388219496414
1041,3.0684667061004802
1042,2.936702425714884
1043,2.6196644810740963
1044,3.049583318301302
1045,3.712023367745587
1046,2.0255557853408845
1047,2.777929364999409
1048,4.165554604925319
1049,3.823079324266473
1050,3.591217987793698
1051,3.759226154028511
1052,3.860195618235821
1053,2.985987922313143
1054,1.8267779468292247
1055,1.3007240353213092
1056,2.290871250055943
1057,2.9977395808095935
1058,2.605134199521899
1059,2.9597899343959853
1060,0.014099697439405645
1061,0.3011348223526511
1062,-1.4539630945362205
1063,-1.9127940422124539
1064,-3.325984456720562
1065,-4.465088555129569
1066,-3.476758960711095
1067,-3.1912362699868027
1068,-2.5176666126876626
1069,-2.3018255628956013
1070,-1.4796722713481358
1071,-1.1471221690953826
1072,-2.189126725542792
1073,-1.4313525189816119
1074,-1.5489238069508247
1075,-2.928903893455299
1076,-3.7181660330236355
1077,-2.042965161458369
1078,-0.4607905143982407
1079,-0.306768079796484
1080,-0.7396068261834898
1081,-1.1380169179647055
1082,0.9371501301493481
1083,1.8947692060380632
1084,2.4906568523349506
1085,3.301202936462687
1086,3.6297821570126416
1087,3.1133827135583942
1088,2.484456341365103
1089,2.050533182092977
1090,1.758335796065012
1091,2.2781665567017626
1092,2.326608665871845
1093,2.9045443756217537
1094,2.716047232018809
1095,2.5743500657602
1096,0.25591515042992796
1097,0.513164648240263
1098,0.8690250869049123
1099,2.1281086433775727
1100,-0.7573113407836445
1101,0.5952894765944166
1102,0.6888608495737572
1103,2.1340333814887344
1104,0.9642431601696444
1105,1.3945303492712355
1106,0.12842576858929533
1107,-0.6483651177629781
1108,0.886867015721009
1109,1.313298685814516
1110,1.4968501928321984
1111,2.15916250286341
1112,2.804921429907381
1113,2.8627582468266155
1114,2.996213519893672
1115,5.197135743979288
1116,5.428105085880588
1117,5.260109355286431
1118,5.664246529125876
1119,6.610700635634203
1120,7.510854438346996
1121,7.822647559392408
1122,6.124862292536818
1123,6.728874513685923
1124,5.263801248018126
1125,4.862445739901432
1126,3.410700168966514
1127,2.904557953670974
1128,2.708609352558824
1129,2.9441219439249835
1130,3.1356358890066076
1131,4.596667927840144
1132,5.117169030627792
1133,4.6351373608167705
1134,4.968586331364577
1135,5.941104119555575
1136,4.5769993005174
1137,4.330356011852473
1138,4.588067594804443
1139,4.191952297886473
1140,4.995629538685762
1141,4.743345390649665
1142,4.466357217392897
1143,3.7405008847952104
1144,3.365031242446321
1145,1.8465352610478476
1146,-0.13015248915667144
1147,0.8498940519239113
1148,0.37146673636243577
1149,-0.7277749950137604
1150,-3.354164012783258
1151,-4.345192176495402
1152,-5.655167825043691
1153,-3.779255648749313
1154,-1.9840344811664181
1155,-1.8310696198880123
1156,0.33977540634123216
1157,1.9991036823964805
1158,2.0640802147486284
1159,-0.816526001868624
1160,0.7066145409096407
1161,-0.2526260683282544
1162,-1.9387905273601973
1163,-1.6412740884738923
1164,1.3554304581844008
1165,3.513476120782798
1166,4.378842727564006
1167,4.719310555753509
1168,5.304661049475499
1169,5.815622319391878
1170,5.791737712548638
1171,5.404036567297453
1172,4.794746216330395
1173,3.5052464622472144
1174,2.5760832954899797
1175,0.4309769585997856
1176,-0.2759392385476076
1177,-1.4605552849454853
1178,-2.642776064996042
1179,-2.7123073104073683
1180,-0.993619217714695
1181,0.5410389120088439
1182,-0.6446817402115812
1183,-2.0698092162961075
1184,-1.4264222274953227
1185,-1.9383057085417477
1186,-2.1794924453515705
1187,-1.6352493152712668
1188,-2.1700660074557163
1189,-2.134865313620139
1190,-3.319229433068358
1191,-3.9331563072564677
1192,-3.5792128918178605
1193,-4.633318693916863
1194,-4.215886656876592
1195,-3.809010598550003
1196,-2.697958469188279
1197,-2.0795678407448577
1198,-0.3038264850829364
1199,0.2800784693940841
1200,0.03305129260843387
1201,-0.07565397192843193
1202,0.516103954996197
1203,0.7070048665527793
1204,0.7389187466681051
1205,-0.05345552494850381
1206,-0.930696879115203
1207,-2.543671336519992
1208,-1.016398257306946
1209,-1.697272841234053
1210,-2.355808252953011
1211,-3.341234058294276
1212,-2.2400250871201024
1213,-2.1148652266094814
1214,-0.5671533930471924
1215,-0.8836008953353485
1216,-0.5279897697778324
1217,-1.402336566225813
1218,0.7502690767630611
1219,0.03885219220774161
1220,0.27248263324258915
1221,0.6656813595013773
1222,1.433060668615326
1223,1.1830152935019669
1224,0.9344855176755118
1225,0.771274412139519
1226,0.5752454280764141
1227,1.4201889542580375
1228,3.7901986751617187
1229,3.6820026913949278
1230,1.9017715401325859
1231,0.9802336884665692
1232,3.363677487524683
1233,3.0917096365301404
1234,4.391825419384759
1235,5.9069607752473985
1236,5.593287298117957
1237,5.373329101873651
1238,6.544247174560496
1239,6.103390262125231
1240,5.229966033728942
1241,3.8989423618563706
1242,2.302290334999725
